id,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,VALUE_sum,Longitude,Latitude
hex_alex_centroids.331,,,,,,,-1,0,-1,,,297.431274,29.663,30.854
hex_alex_centroids.332,,,,,,,-1,0,-1,,,22.602362,29.663,30.847
hex_alex_centroids.333,,,,,,,-1,0,-1,,,14.495996,29.663,30.841
hex_alex_centroids.334,,,,,,,-1,0,-1,,,5.8e-05,29.664,30.827
hex_alex_centroids.335,,,,,,,-1,0,-1,,,0.000347,29.664,30.82
hex_alex_centroids.336,,,,,,,-1,0,-1,,,15.1996,29.664,30.814
hex_alex_centroids.337,,,,,,,-1,0,-1,,,21.433466,29.665,30.807
hex_alex_centroids.338,,,,,,,-1,0,-1,,,1.419904,29.665,30.793
hex_alex_centroids.339,,,,,,,-1,0,-1,,,0.195544,29.665,30.787
hex_alex_centroids.340,,,,,,,-1,0,-1,,,79.949669,29.665,30.78
hex_alex_centroids.341,,,,,,,-1,0,-1,,,0.48823,29.667,30.746
hex_alex_centroids.342,,,,,,,-1,0,-1,,,0.357232,29.668,30.719
hex_alex_centroids.343,,,,,,,-1,0,-1,,,0.000256,29.668,30.712
hex_alex_centroids.344,,,,,,,-1,0,-1,,,0.162634,29.668,30.706
hex_alex_centroids.345,,,,,,,-1,0,-1,,,0.000878,29.668,30.699
hex_alex_centroids.346,,,,,,,-1,0,-1,,,5.034689,29.669,30.679
hex_alex_centroids.347,,,,,,,-1,0,-1,,,0.002148,29.669,30.672
hex_alex_centroids.348,,,,,,,-1,0,-1,,,0.001188,29.677,30.435
hex_alex_centroids.349,,,,,,,-1,0,-1,,,780.515137,29.663,31.047
hex_alex_centroids.350,,,,,,,-1,0,-1,,,1046.970947,29.663,31.04
hex_alex_centroids.351,,,,,,,-1,0,-1,,,315.468109,29.664,31.027
hex_alex_centroids.352,,,,,,,-1,0,-1,,,166.343399,29.664,31.02
hex_alex_centroids.353,,,,,,,-1,0,-1,,,2.032518,29.664,31.013
hex_alex_centroids.354,,,,,,,-1,0,-1,,,7e-06,29.665,30.993
hex_alex_centroids.355,,,,,,,-1,0,-1,,,105.64492,29.665,30.986
hex_alex_centroids.356,,,,,,,-1,0,-1,,,580.441406,29.665,30.979
hex_alex_centroids.357,,,,,,,-1,0,-1,,,160.819046,29.666,30.973
hex_alex_centroids.358,,,,,,,-1,0,-1,,,136.727013,29.667,30.946
hex_alex_centroids.359,,,,,,,-1,0,-1,,,0.760835,29.668,30.912
hex_alex_centroids.360,,,,,,,-1,0,-1,,,0.20465,29.668,30.905
hex_alex_centroids.361,,,,,,,-1,0,-1,,,1.2e-05,29.668,30.898
hex_alex_centroids.362,,,,,,,-1,0,-1,,,0.089765,29.669,30.885
hex_alex_centroids.363,,,,,,,-1,0,-1,,,64.898964,29.669,30.878
hex_alex_centroids.364,,,,,,,-1,0,-1,,,1.893364,29.669,30.871
hex_alex_centroids.365,,,,,,,-1,0,-1,,,4.248588,29.669,30.865
hex_alex_centroids.366,,,,,,,-1,0,-1,,,170.176163,29.67,30.851
hex_alex_centroids.367,,,,,,,-1,0,-1,,,38.486954,29.67,30.844
hex_alex_centroids.368,,,,,,,-1,0,-1,,,0.000509,29.67,30.837
hex_alex_centroids.369,,,,,,,-1,0,-1,,,0.00187,29.67,30.831
hex_alex_centroids.370,,,,,,,-1,0,-1,,,6.8e-05,29.671,30.824
hex_alex_centroids.371,,,,,,,-1,0,-1,,,2.1e-05,29.671,30.81
hex_alex_centroids.372,,,,,,,-1,0,-1,,,9.305654,29.671,30.804
hex_alex_centroids.373,,,,,,,-1,0,-1,,,1.313148,29.672,30.797
hex_alex_centroids.374,,,,,,,-1,0,-1,,,0.001522,29.672,30.79
hex_alex_centroids.375,,,,,,,-1,0,-1,,,6e-06,29.672,30.777
hex_alex_centroids.376,,,,,,,-1,0,-1,,,201.986862,29.673,30.77
hex_alex_centroids.377,,,,,,,-1,0,-1,,,24.156157,29.673,30.763
hex_alex_centroids.378,,,,,,,-1,0,-1,,,0.07322,29.673,30.756
hex_alex_centroids.379,,,,,,,-1,0,-1,,,0.000314,29.674,30.736
hex_alex_centroids.380,,,,,,,-1,0,-1,,,0.148891,29.674,30.729
hex_alex_centroids.381,,,,,,,-1,0,-1,,,0.000161,29.675,30.696
hex_alex_centroids.382,,,,,,,-1,0,-1,,,55.389912,29.671,31.055
hex_alex_centroids.383,,,,,,,-1,0,-1,,,712.636841,29.67,31.044
hex_alex_centroids.384,,,,,,,-1,0,-1,,,1136.229614,29.67,31.037
hex_alex_centroids.385,,,,,,,-1,0,-1,,,149.292191,29.67,31.03
hex_alex_centroids.386,,,,,,,-1,0,-1,,,52.585716,29.671,31.023
hex_alex_centroids.387,,,,,,,-1,0,-1,,,0.026695,29.671,31.003
hex_alex_centroids.388,,,,,,,-1,0,-1,,,163.582108,29.672,30.99
hex_alex_centroids.389,,,,,,,-1,0,-1,,,1590.071899,29.672,30.976
hex_alex_centroids.390,,,,,,,-1,0,-1,,,257.905457,29.672,30.969
hex_alex_centroids.391,,,,,,,-1,0,-1,,,337.760651,29.673,30.963
hex_alex_centroids.392,,,,,,,-1,0,-1,,,422.861938,29.673,30.956
hex_alex_centroids.393,,,,,,,-1,0,-1,,,0.156062,29.674,30.936
hex_alex_centroids.394,,,,,,,-1,0,-1,,,8.221221,29.674,30.922
hex_alex_centroids.395,,,,,,,-1,0,-1,,,3.748188,29.675,30.888
hex_alex_centroids.396,,,,,,,-1,0,-1,,,1.729218,29.676,30.861
hex_alex_centroids.397,,,,,,,-1,0,-1,,,3.8e-05,29.676,30.855
hex_alex_centroids.398,,,,,,,-1,0,-1,,,0.286857,29.677,30.848
hex_alex_centroids.399,,,,,,,-1,0,-1,,,4.917505,29.677,30.834
hex_alex_centroids.400,,,,,,,-1,0,-1,,,1.0856,29.677,30.828
hex_alex_centroids.401,,,,,,,-1,0,-1,,,2.644884,29.678,30.821
hex_alex_centroids.402,,,,,,,-1,0,-1,,,0.002769,29.678,30.814
hex_alex_centroids.403,,,,,,,-1,0,-1,,,1.1383,29.678,30.807
hex_alex_centroids.404,,,,,,,-1,0,-1,,,596.257751,29.679,30.794
hex_alex_centroids.405,,,,,,,-1,0,-1,,,0.509554,29.679,30.787
hex_alex_centroids.406,,,,,,,-1,0,-1,,,0.15885,29.679,30.78
hex_alex_centroids.407,,,,,,,-1,0,-1,,,4.806837,29.679,30.773
hex_alex_centroids.408,,,,,,,-1,0,-1,,,1.059192,29.68,30.76
hex_alex_centroids.409,,,,,,,-1,0,-1,,,0.000708,29.68,30.753
hex_alex_centroids.410,,,,,,,-1,0,-1,,,0.235402,29.68,30.746
hex_alex_centroids.411,,,,,,,-1,0,-1,,,0.874575,29.68,30.74
hex_alex_centroids.412,,,,,,,-1,0,-1,,,0.002776,29.681,30.726
hex_alex_centroids.413,,,,,,,-1,0,-1,,,1.260002,29.681,30.719
hex_alex_centroids.414,,,,,,,-1,0,-1,,,0.020562,29.681,30.713
hex_alex_centroids.415,,,,,,,-1,0,-1,,,0.001427,29.682,30.706
hex_alex_centroids.416,,,,,,,-1,0,-1,,,4.6e-05,29.682,30.686
hex_alex_centroids.417,,,,,,,-1,0,-1,,,8.4e-05,29.684,30.645
hex_alex_centroids.418,,,,,,,-1,0,-1,,,1e-06,29.684,30.638
hex_alex_centroids.419,,,,,,,-1,0,-1,,,1527.924316,29.676,31.054
hex_alex_centroids.420,,,,,,,-1,0,-1,,,965.713318,29.677,31.047
hex_alex_centroids.421,,,,,,,-1,0,-1,,,791.0625,29.677,31.041
hex_alex_centroids.422,,,,,,,-1,0,-1,,,308.093719,29.677,31.027
hex_alex_centroids.423,,,,,,,-1,0,-1,,,4.980763,29.678,31.02
hex_alex_centroids.424,,,,,,,-1,0,-1,,,48.954884,29.678,30.993
hex_alex_centroids.425,,,,,,,-1,0,-1,,,1334.62915,29.679,30.986
hex_alex_centroids.426,,,,,,,-1,0,-1,,,252.108871,29.679,30.98
hex_alex_centroids.427,,,,,,,-1,0,-1,,,137.99408,29.679,30.973
hex_alex_centroids.428,,,,,,,-1,0,-1,,,902.31366,29.68,30.959
hex_alex_centroids.429,,,,,,,-1,0,-1,,,266.812744,29.68,30.953
hex_alex_centroids.430,,,,,,,-1,0,-1,,,1.155657,29.68,30.946
hex_alex_centroids.431,,,,,,,-1,0,-1,,,0.655698,29.68,30.939
hex_alex_centroids.432,,,,,,,-1,0,-1,,,0.178187,29.681,30.932
hex_alex_centroids.433,,,,,,,-1,0,-1,,,19.382517,29.681,30.919
hex_alex_centroids.434,,,,,,,-1,0,-1,,,14.826214,29.681,30.912
hex_alex_centroids.435,,,,,,,-1,0,-1,,,41.762985,29.681,30.905
hex_alex_centroids.436,,,,,,,-1,0,-1,,,1.087657,29.682,30.899
hex_alex_centroids.437,,,,,,,-1,0,-1,,,0.924834,29.682,30.878
hex_alex_centroids.438,,,,,,,-1,0,-1,,,2.16716,29.683,30.872
hex_alex_centroids.439,,,,,,,-1,0,-1,,,0.468499,29.684,30.838
hex_alex_centroids.440,,,,,,,-1,0,-1,,,0.00068,29.685,30.811
hex_alex_centroids.441,,,,,,,-1,0,-1,,,0.016556,29.685,30.797
hex_alex_centroids.442,,,,,,,-1,0,-1,,,2.281636,29.685,30.791
hex_alex_centroids.443,,,,,,,-1,0,-1,,,9.800606,29.686,30.777
hex_alex_centroids.444,,,,,,,-1,0,-1,,,6.313278,29.686,30.77
hex_alex_centroids.445,,,,,,,-1,0,-1,,,0.000213,29.686,30.764
hex_alex_centroids.446,,,,,,,-1,0,-1,,,7.239079,29.687,30.757
hex_alex_centroids.447,,,,,,,-1,0,-1,,,0.463615,29.687,30.743
hex_alex_centroids.448,,,,,,,-1,0,-1,,,0.404566,29.687,30.736
hex_alex_centroids.449,,,,,,,-1,0,-1,,,0.086217,29.688,30.73
hex_alex_centroids.450,,,,,,,-1,0,-1,,,8.4e-05,29.688,30.723
hex_alex_centroids.451,,,,,,,-1,0,-1,,,1.471057,29.688,30.709
hex_alex_centroids.452,,,,,,,-1,0,-1,,,9.2e-05,29.689,30.696
hex_alex_centroids.453,,,,,,,-1,0,-1,,,2.058118,29.689,30.689
hex_alex_centroids.454,,,,,,,-1,0,-1,,,0.000645,29.689,30.682
hex_alex_centroids.455,,,,,,,-1,0,-1,,,1.647808,29.69,30.662
hex_alex_centroids.456,,,,,,,-1,0,-1,,,0.000295,29.69,30.655
hex_alex_centroids.457,,,,,,,-1,0,-1,,,1e-06,29.693,30.561
hex_alex_centroids.458,,,,,,,-1,0,-1,,,0.000115,29.695,30.507
hex_alex_centroids.459,,,,,,,-1,0,-1,,,337.476776,29.684,31.037
hex_alex_centroids.460,,,,,,,-1,0,-1,,,0.810362,29.684,31.031
hex_alex_centroids.461,,,,,,,-1,0,-1,,,191.700699,29.685,30.997
hex_alex_centroids.462,,,,,,,-1,0,-1,,,1673.226929,29.685,30.99
hex_alex_centroids.463,,,,,,,-1,0,-1,,,51.608723,29.686,30.977
hex_alex_centroids.464,,,,,,,-1,0,-1,,,295.738464,29.686,30.97
hex_alex_centroids.465,,,,,,,-1,0,-1,,,1442.59436,29.686,30.963
hex_alex_centroids.466,,,,,,,-1,0,-1,,,229.836273,29.687,30.956
hex_alex_centroids.467,,,,,,,-1,0,-1,,,61.572208,29.687,30.943
hex_alex_centroids.468,,,,,,,-1,0,-1,,,29.106863,29.687,30.936
hex_alex_centroids.469,,,,,,,-1,0,-1,,,4.707316,29.687,30.929
hex_alex_centroids.470,,,,,,,-1,0,-1,,,17.138834,29.688,30.922
hex_alex_centroids.471,,,,,,,-1,0,-1,,,8.531598,29.688,30.916
hex_alex_centroids.472,,,,,,,-1,0,-1,,,8.961848,29.688,30.902
hex_alex_centroids.473,,,,,,,-1,0,-1,,,3.17247,29.689,30.895
hex_alex_centroids.474,,,,,,,-1,0,-1,,,1.461183,29.689,30.889
hex_alex_centroids.475,,,,,,,-1,0,-1,,,0.080487,29.689,30.882
hex_alex_centroids.476,,,,,,,-1,0,-1,,,3.820003,29.69,30.868
hex_alex_centroids.477,,,,,,,-1,0,-1,,,387.921234,29.69,30.862
hex_alex_centroids.478,,,,,,,-1,0,-1,,,137.111176,29.69,30.855
hex_alex_centroids.479,,,,,,,-1,0,-1,,,66.28688,29.69,30.848
hex_alex_centroids.480,,,,,,,-1,0,-1,,,600.107544,29.691,30.828
hex_alex_centroids.481,,,,,,,-1,0,-1,,,1.059152,29.691,30.821
hex_alex_centroids.482,,,,,,,-1,0,-1,,,164.494522,29.692,30.787
hex_alex_centroids.483,,,,,,,-1,0,-1,,,13.968968,29.693,30.781
hex_alex_centroids.484,,,,,,,-1,0,-1,,,118.269798,29.693,30.76
hex_alex_centroids.485,,,,,,,-1,0,-1,,,0.291098,29.693,30.754
hex_alex_centroids.486,,,,,,,-1,0,-1,,,0.000279,29.694,30.747
hex_alex_centroids.487,,,,,,,-1,0,-1,,,0.301649,29.694,30.74
hex_alex_centroids.488,,,,,,,-1,0,-1,,,0.361908,29.694,30.727
hex_alex_centroids.489,,,,,,,-1,0,-1,,,0.00152,29.695,30.72
hex_alex_centroids.490,,,,,,,-1,0,-1,,,0.000121,29.695,30.713
hex_alex_centroids.491,,,,,,,-1,0,-1,,,0.000263,29.695,30.706
hex_alex_centroids.492,,,,,,,-1,0,-1,,,9e-06,29.696,30.686
hex_alex_centroids.493,,,,,,,-1,0,-1,,,0.922736,29.696,30.679
hex_alex_centroids.494,,,,,,,-1,0,-1,,,4e-06,29.696,30.672
hex_alex_centroids.495,,,,,,,-1,0,-1,,,19.696171,29.696,30.666
hex_alex_centroids.496,,,,,,,-1,0,-1,,,0.000191,29.697,30.652
hex_alex_centroids.497,,,,,,,-1,0,-1,,,0.012644,29.697,30.639
hex_alex_centroids.498,,,,,,,-1,0,-1,,,4936.419922,29.69,31.061
hex_alex_centroids.499,,,,,,,-1,0,-1,,,8028.099609,29.69,31.054
hex_alex_centroids.500,,,,,,,-1,0,-1,,,1210.493164,29.69,31.048
hex_alex_centroids.501,,,,,,,-1,0,-1,,,807.77887,29.692,30.987
hex_alex_centroids.502,,,,,,,-1,0,-1,,,353.930908,29.692,30.98
hex_alex_centroids.503,,,,,,,-1,0,-1,,,501.904602,29.693,30.96
hex_alex_centroids.504,,,,,,,-1,0,-1,,,104.710999,29.693,30.953
hex_alex_centroids.505,,,,,,,-1,0,-1,,,53.933266,29.694,30.946
hex_alex_centroids.506,,,,,,,-1,0,-1,,,31.294069,29.694,30.94
hex_alex_centroids.507,,,,,,,-1,0,-1,,,39.278099,29.694,30.926
hex_alex_centroids.508,,,,,,,-1,0,-1,,,0.021638,29.695,30.919
hex_alex_centroids.509,,,,,,,-1,0,-1,,,1.190019,29.695,30.912
hex_alex_centroids.510,,,,,,,-1,0,-1,,,11.235058,29.695,30.906
hex_alex_centroids.511,,,,,,,-1,0,-1,,,1.280382,29.695,30.899
hex_alex_centroids.512,,,,,,,-1,0,-1,,,1.324742,29.696,30.885
hex_alex_centroids.513,,,,,,,-1,0,-1,,,0.239618,29.696,30.879
hex_alex_centroids.514,,,,,,,-1,0,-1,,,0.714107,29.696,30.872
hex_alex_centroids.515,,,,,,,-1,0,-1,,,668.806641,29.696,30.865
hex_alex_centroids.516,,,,,,,-1,0,-1,,,290.383484,29.697,30.852
hex_alex_centroids.517,,,,,,,-1,0,-1,,,582.327942,29.697,30.845
hex_alex_centroids.518,,,,,,,-1,0,-1,,,138.256607,29.697,30.838
hex_alex_centroids.519,,,,,,,-1,0,-1,,,0.549285,29.698,30.831
hex_alex_centroids.520,,,,,,,-1,0,-1,,,3e-05,29.698,30.818
hex_alex_centroids.521,,,,,,,-1,0,-1,,,5.410099,29.698,30.811
hex_alex_centroids.522,,,,,,,-1,0,-1,,,2.238334,29.699,30.804
hex_alex_centroids.523,,,,,,,-1,0,-1,,,303.819763,29.699,30.798
hex_alex_centroids.524,,,,,,,-1,0,-1,,,1225.166626,29.7,30.771
hex_alex_centroids.525,,,,,,,-1,0,-1,,,0.00015,29.701,30.737
hex_alex_centroids.526,,,,,,,-1,0,-1,,,0.021211,29.701,30.73
hex_alex_centroids.527,,,,,,,-1,0,-1,,,0.128051,29.701,30.723
hex_alex_centroids.528,,,,,,,-1,0,-1,,,0.000101,29.702,30.71
hex_alex_centroids.529,,,,,,,-1,0,-1,,,2.267237,29.702,30.696
hex_alex_centroids.530,,,,,,,-1,0,-1,,,2e-06,29.703,30.676
hex_alex_centroids.531,,,,,,,-1,0,-1,,,0.000143,29.703,30.669
hex_alex_centroids.532,,,,,,,-1,0,-1,,,5.9e-05,29.703,30.663
hex_alex_centroids.533,,,,,,,-1,0,-1,,,0.737608,29.704,30.649
hex_alex_centroids.534,,,,,,,-1,0,-1,,,42.500359,29.704,30.635
hex_alex_centroids.535,,,,,,,-1,0,-1,,,1e-06,29.705,30.602
hex_alex_centroids.536,,,,,,,-1,0,-1,,,3577.919434,29.697,31.071
hex_alex_centroids.537,,,,,,,-1,0,-1,,,6614.769043,29.696,31.065
hex_alex_centroids.538,,,,,,,-1,0,-1,,,7470.57666,29.697,31.051
hex_alex_centroids.539,,,,,,,-1,0,-1,,,1448.202881,29.697,31.044
hex_alex_centroids.540,,,,,,,-1,0,-1,,,25.268843,29.697,31.038
hex_alex_centroids.541,,,,,,,-1,0,-1,,,8.633055,29.698,31.004
hex_alex_centroids.542,,,,,,,-1,0,-1,,,737.041077,29.699,30.997
hex_alex_centroids.543,,,,,,,-1,0,-1,,,81.463043,29.7,30.97
hex_alex_centroids.544,,,,,,,-1,0,-1,,,3e-06,29.701,30.936
hex_alex_centroids.545,,,,,,,-1,0,-1,,,14.428996,29.701,30.93
hex_alex_centroids.546,,,,,,,-1,0,-1,,,3.435045,29.701,30.923
hex_alex_centroids.547,,,,,,,-1,0,-1,,,12.367345,29.702,30.903
hex_alex_centroids.548,,,,,,,-1,0,-1,,,4e-06,29.702,30.896
hex_alex_centroids.549,,,,,,,-1,0,-1,,,2.433898,29.702,30.889
hex_alex_centroids.550,,,,,,,-1,0,-1,,,0.966177,29.703,30.882
hex_alex_centroids.551,,,,,,,-1,0,-1,,,67.019768,29.703,30.869
hex_alex_centroids.552,,,,,,,-1,0,-1,,,42.269341,29.703,30.862
hex_alex_centroids.553,,,,,,,-1,0,-1,,,102.355057,29.704,30.855
hex_alex_centroids.554,,,,,,,-1,0,-1,,,108.891388,29.704,30.848
hex_alex_centroids.555,,,,,,,-1,0,-1,,,225.286591,29.704,30.835
hex_alex_centroids.556,,,,,,,-1,0,-1,,,169.446503,29.704,30.828
hex_alex_centroids.557,,,,,,,-1,0,-1,,,2.17159,29.705,30.821
hex_alex_centroids.558,,,,,,,-1,0,-1,,,35.299061,29.705,30.815
hex_alex_centroids.559,,,,,,,-1,0,-1,,,1009.889648,29.705,30.801
hex_alex_centroids.560,,,,,,,-1,0,-1,,,9.779589,29.706,30.794
hex_alex_centroids.561,,,,,,,-1,0,-1,,,47.118122,29.706,30.788
hex_alex_centroids.562,,,,,,,-1,0,-1,,,54.64085,29.706,30.781
hex_alex_centroids.563,,,,,,,-1,0,-1,,,201.894989,29.706,30.774
hex_alex_centroids.564,,,,,,,-1,0,-1,,,8.295494,29.707,30.761
hex_alex_centroids.565,,,,,,,-1,0,-1,,,0.000372,29.707,30.754
hex_alex_centroids.566,,,,,,,-1,0,-1,,,1.028871,29.707,30.747
hex_alex_centroids.567,,,,,,,-1,0,-1,,,9.35886,29.71,30.68
hex_alex_centroids.568,,,,,,,-1,0,-1,,,3.322041,29.71,30.673
hex_alex_centroids.569,,,,,,,-1,0,-1,,,0.001002,29.71,30.659
hex_alex_centroids.570,,,,,,,-1,0,-1,,,5.964542,29.711,30.646
hex_alex_centroids.571,,,,,,,-1,0,-1,,,0.000239,29.711,30.639
hex_alex_centroids.572,,,,,,,-1,0,-1,,,1516.224121,29.705,31.08
hex_alex_centroids.573,,,,,,,-1,0,-1,,,3228.256104,29.703,31.068
hex_alex_centroids.574,,,,,,,-1,0,-1,,,7886.539551,29.703,31.061
hex_alex_centroids.575,,,,,,,-1,0,-1,,,4438.816895,29.704,31.055
hex_alex_centroids.576,,,,,,,-1,0,-1,,,1316.696899,29.704,31.048
hex_alex_centroids.577,,,,,,,-1,0,-1,,,0.207055,29.704,31.034
hex_alex_centroids.578,,,,,,,-1,0,-1,,,0.258684,29.705,31.014
hex_alex_centroids.579,,,,,,,-1,0,-1,,,87.876266,29.705,31.007
hex_alex_centroids.580,,,,,,,-1,0,-1,,,348.908813,29.706,30.994
hex_alex_centroids.581,,,,,,,-1,0,-1,,,335.291809,29.706,30.987
hex_alex_centroids.582,,,,,,,-1,0,-1,,,328.903534,29.706,30.98
hex_alex_centroids.583,,,,,,,-1,0,-1,,,461.341919,29.706,30.974
hex_alex_centroids.584,,,,,,,-1,0,-1,,,341.469116,29.707,30.96
hex_alex_centroids.585,,,,,,,-1,0,-1,,,61.261856,29.707,30.953
hex_alex_centroids.586,,,,,,,-1,0,-1,,,157.511063,29.707,30.947
hex_alex_centroids.587,,,,,,,-1,0,-1,,,1.120963,29.708,30.913
hex_alex_centroids.588,,,,,,,-1,0,-1,,,34.447243,29.709,30.886
hex_alex_centroids.589,,,,,,,-1,0,-1,,,85.139297,29.71,30.879
hex_alex_centroids.590,,,,,,,-1,0,-1,,,143.801651,29.71,30.872
hex_alex_centroids.591,,,,,,,-1,0,-1,,,28.875341,29.71,30.866
hex_alex_centroids.592,,,,,,,-1,0,-1,,,14.139166,29.71,30.852
hex_alex_centroids.593,,,,,,,-1,0,-1,,,53.372601,29.711,30.845
hex_alex_centroids.594,,,,,,,-1,0,-1,,,530.646362,29.711,30.839
hex_alex_centroids.595,,,,,,,-1,0,-1,,,493.17337,29.711,30.832
hex_alex_centroids.596,,,,,,,-1,0,-1,,,30.933535,29.712,30.818
hex_alex_centroids.597,,,,,,,-1,0,-1,,,2.721869,29.712,30.811
hex_alex_centroids.598,,,,,,,-1,0,-1,,,38.053127,29.712,30.805
hex_alex_centroids.599,,,,,,,-1,0,-1,,,0.000592,29.712,30.798
hex_alex_centroids.600,,,,,,,-1,0,-1,,,36.611519,29.713,30.784
hex_alex_centroids.601,,,,,,,-1,0,-1,,,48.356319,29.713,30.778
hex_alex_centroids.602,,,,,,,-1,0,-1,,,5.468405,29.713,30.771
hex_alex_centroids.603,,,,,,,-1,0,-1,,,0.000138,29.713,30.764
hex_alex_centroids.604,,,,,,,-1,0,-1,,,0.001491,29.714,30.757
hex_alex_centroids.605,,,,,,,-1,0,-1,,,25.956182,29.714,30.744
hex_alex_centroids.606,,,,,,,-1,0,-1,,,0.14437,29.714,30.737
hex_alex_centroids.607,,,,,,,-1,0,-1,,,0.598802,29.715,30.73
hex_alex_centroids.608,,,,,,,-1,0,-1,,,0.00075,29.715,30.724
hex_alex_centroids.609,,,,,,,-1,0,-1,,,0.001785,29.715,30.71
hex_alex_centroids.610,,,,,,,-1,0,-1,,,1.7e-05,29.716,30.703
hex_alex_centroids.611,,,,,,,-1,0,-1,,,5.153491,29.716,30.697
hex_alex_centroids.612,,,,,,,-1,0,-1,,,1.145694,29.717,30.663
hex_alex_centroids.613,,,,,,,-1,0,-1,,,1.5e-05,29.718,30.636
hex_alex_centroids.614,,,,,,,-1,0,-1,,,6706.210449,29.709,31.079
hex_alex_centroids.615,,,,,,,-1,0,-1,,,956.755981,29.71,31.072
hex_alex_centroids.616,,,,,,,-1,0,-1,,,4167.681152,29.71,31.065
hex_alex_centroids.617,,,,,,,-1,0,-1,,,381.857147,29.71,31.052
hex_alex_centroids.618,,,,,,,-1,0,-1,,,40.177921,29.711,31.045
hex_alex_centroids.619,,,,,,,-1,0,-1,,,12.965133,29.712,31.011
hex_alex_centroids.620,,,,,,,-1,0,-1,,,173.145294,29.712,31.004
hex_alex_centroids.621,,,,,,,-1,0,-1,,,198.3508,29.712,30.997
hex_alex_centroids.622,,,,,,,-1,0,-1,,,4.473876,29.713,30.991
hex_alex_centroids.623,,,,,,,-1,0,-1,,,167.134781,29.713,30.977
hex_alex_centroids.624,,,,,,,-1,0,-1,,,758.266357,29.713,30.97
hex_alex_centroids.625,,,,,,,-1,0,-1,,,111.496048,29.713,30.964
hex_alex_centroids.626,,,,,,,-1,0,-1,,,151.518402,29.714,30.957
hex_alex_centroids.627,,,,,,,-1,0,-1,,,170.14946,29.714,30.943
hex_alex_centroids.628,,,,,,,-1,0,-1,,,0.55095,29.714,30.937
hex_alex_centroids.629,,,,,,,-1,0,-1,,,0.503464,29.715,30.93
hex_alex_centroids.630,,,,,,,-1,0,-1,,,2.195088,29.715,30.923
hex_alex_centroids.631,,,,,,,-1,0,-1,,,1.557361,29.716,30.903
hex_alex_centroids.632,,,,,,,-1,0,-1,,,1.633098,29.716,30.896
hex_alex_centroids.633,,,,,,,-1,0,-1,,,57.50428,29.717,30.862
hex_alex_centroids.634,,,,,,,-1,0,-1,,,26.902777,29.718,30.835
hex_alex_centroids.635,,,,,,,-1,0,-1,,,1.164852,29.718,30.829
hex_alex_centroids.636,,,,,,,-1,0,-1,,,0.411002,29.718,30.822
hex_alex_centroids.637,,,,,,,-1,0,-1,,,33.18013,29.719,30.815
hex_alex_centroids.638,,,,,,,-1,0,-1,,,11.636965,29.719,30.802
hex_alex_centroids.639,,,,,,,-1,0,-1,,,16.298546,29.719,30.795
hex_alex_centroids.640,,,,,,,-1,0,-1,,,263.730682,29.719,30.788
hex_alex_centroids.641,,,,,,,-1,0,-1,,,167.782776,29.72,30.781
hex_alex_centroids.642,,,,,,,-1,0,-1,,,44.757301,29.72,30.768
hex_alex_centroids.643,,,,,,,-1,0,-1,,,4.481874,29.72,30.761
hex_alex_centroids.644,,,,,,,-1,0,-1,,,2.50481,29.721,30.754
hex_alex_centroids.645,,,,,,,-1,0,-1,,,806.079773,29.721,30.747
hex_alex_centroids.646,,,,,,,-1,0,-1,,,0.022226,29.721,30.741
hex_alex_centroids.647,,,,,,,-1,0,-1,,,0.000639,29.722,30.727
hex_alex_centroids.648,,,,,,,-1,0,-1,,,1.877418,29.722,30.72
hex_alex_centroids.649,,,,,,,-1,0,-1,,,0.001453,29.722,30.714
hex_alex_centroids.650,,,,,,,-1,0,-1,,,0.000246,29.722,30.707
hex_alex_centroids.651,,,,,,,-1,0,-1,,,1.928314,29.723,30.693
hex_alex_centroids.652,,,,,,,-1,0,-1,,,8.808219,29.723,30.68
hex_alex_centroids.653,,,,,,,-1,0,-1,,,2e-06,29.723,30.673
hex_alex_centroids.654,,,,,,,-1,0,-1,,,0.012645,29.724,30.653
hex_alex_centroids.655,,,,,,,-1,0,-1,,,0.500532,29.725,30.612
hex_alex_centroids.656,,,,,,,-1,0,-1,,,3e-06,29.727,30.579
hex_alex_centroids.657,,,,,,,-1,0,-1,,,3e-06,29.727,30.572
hex_alex_centroids.658,,,,,,,-1,0,-1,,,3000.208496,29.717,31.062
hex_alex_centroids.659,,,,,,,-1,0,-1,,,99.894661,29.717,31.055
hex_alex_centroids.660,,,,,,,-1,0,-1,,,68.765884,29.718,31.015
hex_alex_centroids.661,,,,,,,-1,0,-1,,,1096.734619,29.719,31.001
hex_alex_centroids.662,,,,,,,-1,0,-1,,,136.663757,29.719,30.994
hex_alex_centroids.663,,,,,,,-1,0,-1,,,24.880117,29.719,30.988
hex_alex_centroids.664,,,,,,,-1,0,-1,,,490.520172,29.72,30.981
hex_alex_centroids.665,,,,,,,-1,0,-1,,,1292.625,29.72,30.974
hex_alex_centroids.666,,,,,,,-1,0,-1,,,17.939463,29.72,30.96
hex_alex_centroids.667,,,,,,,-1,0,-1,,,153.706131,29.721,30.954
hex_alex_centroids.668,,,,,,,-1,0,-1,,,156.537079,29.721,30.947
